,Tesseract,Ground_Truth,IS_error
2506,of,of,False
2507,each,each,False
2508,of,of,False
2509,these,these,False
2510,components.,components.,False
2511,Groundwater,Groundwater,False
2512,Iharacterlzatlon,Characterization,False
2513,The,The,False
2514,state,state,False
2515,out,oust,False
2516,establlsh,establish,True
2517,a,a,True
2518,program,program,False
2519,to,to,False
2520,characterlze,characterize,False
2521,1:5,its,True
2522,groundwater,groundwater,False
2523,esouraes,resources,False
2524,to,to,False
2525,the,the,False
2526,extent,extent,False
2527,necessary,necessary,False
2528,for,for,False
2529,the,the,False
2530,state,state,False
2531,plannlng.,planning.,True
2532,avaliable,available,False
2533,an,and,False
2534,feaslble.,feasible.,False
2535,The,The,False
2536,state,state,False
2537,sh-uld,should,False
2538,consult,consult,False
2539,Hlth,with,True
2540,the,the,False
2541,Unlted,United,False
2542,States,States,False
2543,Geologlcal,Geological,False
2544,Survey,Survey,False
2545,mscsy,(USGS),True
2546,and,and,False
2547,the,the,False
2548,Unlted,United,False
2549,States,States,False
2550,Envlronmental,Environmental,False
2551,Protectlon,Protection,False
2552,Aency,Agency,False
2553,(mm,(EPA),False
2554,for,for,False
2555,guldance,guidance,False
2556,on,on,False
2557,developmg,developing,False
2558,the,the,False
2559,characterlza-lon,characterization,False
2560,program.,program.,False
2561,such,such,False
2562,actlon,action,False
2563,s,is,True
2564,not,not,False
2565,necessary,necessary,False
2566,at,at,False
2567,that,that,False
2568,tune.,time.,False
2569,Based,Based,False
2570,upon,upon,False
2571,1.:,its,True
2572,characterlzatlon,characterization,False
2573,"program,","program,",False
2574,the,the,False
2575,state,state,False
2576,could,could,False
2577,dlvlde,divide,True
2578,1:5,its,True
2579,goundwater,groundwater,False
2580,1nto,into,False
2581,Varlous,various,False
2582,"categorles,","categories,",False
2583,whlch,which,True
2584,may,may,False
2585,requlre,require,False
2586,dlffrent,different,True
2587,management,management,False
2588,approaches.,approaches.,False
2589,Groundwater,Groundwater,False
2590,ijectlves,Objectives,False
2591,and,and,False
2592,Standards,Standards,False
2593,The,The,False
2594,stats,stata,False
2595,mu-t,must,False
2596,establlsh,establish,True
2597,approprlate,appropriate,False
2598,groundwater,groundwater,False
2599,objectlves.,objectives.,False
2600,Dbjectlves,Objectives,False
2601,aply,apply,False
2602,m,to,True
2603,1nd1v1dual,individual,True
2604,aqulfers,aquifers,False
2605,or,or,False
2606,portlons,portions,False
2607,of,of,False
2608,aqulfers.,aquifers.,False
2609,The,The,False
2610,objecth-s,objectives,True
2611,oust,oust,False
2612,1dentlfy,identify,True
2613,the,the,False
2614,current,current,False
2615,and,and,False
2616,reasonably,reasonably,False
2617,antlclpated,anticipated,True
2618,uture,future,False
2619,uses,uses,False
2620,of,of,False
2621,the,the,False
2622,groundwater.,groundwater.,False
2623,that,that,False
2624,Hill,will,False
2625,prmtect,protect,False
2626,avallablllty,availability,True
2627,of,of,False
2628,the,the,False
2629,groundwater,groundwater,False
2630,for,for,False
2631,those,those,False
2632,1dent11ed,identified,False
2633,uses.,uses.,False
2634,Standards,Standards,False
2635,must,must,False
2636,be,be,False
2637,set,set,False
2638,usmg,using,False
2639,For,For,False
2640,regulatlg,regulating,False
2641,drlnklng,drinking,True
2642,water,water,False
2643,"supply,","supply,",True
2644,the,the,False
2645,state,state,False
2646,must,must,False
2647,use,use,False
2648,maxlmum,maximum,False
2649,Conbmlnant,contaminant,True
2650,levels,levels,False
2651,(MCL'57,(MCL's),True
2652,adopted,adopted,False
2653,by,by,True
2654,EPA,EPA,False
2655,under,under,False
2656,the,the,False
2657,Safe,Safe,False
2658,Drlnkln,Drinking,True
2659,Water,Water,False
2660,"Act,","Act,",False
2661,whenever,whenever,False
2662,a,a,True
2663,substance,substance,False
2664,has,has,False
2665,an,an,False
2666,MCL.,MCL.,True
2667,The,The,False
2668,state,state,False
2669,shuld,should,False
2670,use,use,False
2671,crlterla,criteria,False
2672,developed,developed,False
2673,by,by,True
2674,EPA,EPA,False
2675,to,to,False
2676,sac,sac,False
2677,numarleal,numarleal,False
2678,us.,usa,False
2679,standards.,standards.,False
2680,mus,(This,False
2681,would,would,False
2682,requlre,require,False
2683,a,e,True
2684,new,new,False
2685,work,work,False
2686,"effort,","effort,",False
2687,crltrla,criteria,True
2688,"development,","development,",False
2689,at,at,False
2690,EPA.),EPA.),True
2691,The,The,False
2692,state,state,False
2693,mut,must,False
2694,davalop,davalop,False
2695,resources,resources,False
2696,frum,from,False
2697,sources,sources,False
2698,groundwater,groundwater,False
2699,rotectlon,protection,False
2700,the,the,False
2701,goal,goal,False
2702,of,of,False
2703,inlmlzlng,minimizing,True
2704,a,a,True
2705,program,program,False
2706,to,to,False
2707,protect,protect,False
2708,1:5,its,True
2709,groundwater,groundwater,False
2710,Tn,Tn,True
2711,developlnw,developing,False
2712,the,the,False
2713,program.,"program,",False
2714,the,the,False
2715,state,state,False
2716,should,should,False
2717,conslder,consider,False
2718,releases,releases,False
2719,to,to,False
2720,roundwater.,groundwater.,False
2721,In,In,False
2722,developlnw,developing,False
2723,1:5,its,True
2724,protectlon,protection,False
2725,"program,","program,",False
2726,the,the,False
2727,state,state,False
2728,must,must,False
2729,1dentlfy,identify,True
2730,and,and,False
2731,evaluate,evaluate,False
2732,exlstlng,existing,True
2733,and,and,False
2734,potentlal,potential,False
2735,sources,sources,False
2736,of,of,False
2737,contamlnatlo,contamination.,False
2738,The,The,False
2739,program,program,False
2740,ould,could,False
2741,"1nclude,","include,",False
2742,as,as,False
2743,"approprlate,","appropriate,",False
2744,source,source,False
2745,"controls,","controls,",False
2746,The,The,False
2747,program,program,False
2748,us:,must,False
2749,be,be,False
2750,coordlnated,coordinated,False
2751,mm,with,True
2752,exlstlng,existing,True
2753,source,source,False
2754,control,control,False
2755,and,and,False
2756,must,must,False
2757,be,be,False
2758,onslstent,consistent,True
2759,mm,with,True
2760,exlstlng,existing,True
2761,federal,federal,False
2762,provlslons,provisions,False
2763,concernlng,concerning,True
2764,aequate,adequate,False
2765,hazardous,hazardous,False
2766,waste,waste,False
2767,treatment,treatment,False
2768,or,or,False
2769,dlsposal,disposal,False
2770,capaclty.,capacity.,True
2771,The,The,False
2772,program,program,False
2773,ust,must,False
2774,address,address,False
2775,all,all,False
2776,Significant,significant,False
2777,sources,sources,False
2778,of,of,False
2779,contamlnatlo,contamination.,False
2780,Source,Source,False
2781,contr-ls,controls,True
2782,could,could,False
2783,apply,apply,False
2784,unlformly,uniformly,False
2785,statewlde,statewide,False
2786,or,or,False
2787,could,could,False
2788,Source,Source,False
2789,contr-l,control,True
2790,requlrements,requirements,False
2791,should,should,False
2792,make,make,False
2793,approprlate,appropriate,False
2794,dlstlnctlons,distinctions,True
2795,among,among,False
2796,new,new,False
2797,and,and,False
2798,old,old,False
2799,"sources,","sources,",False
2800,dlfferent,different,False
2801,types,types,False
2802,of,of,False
2803,"sources,","sources,",False
2804,an,and,False
2805,speclflc,specific,True
2806,unlque,unique,False
2807,sources.,sources.,False
2808,Protectlon,Protection,False
2809,nasures,measures,False
2810,must,must,False
2811,take,take,False
2812,1nto,into,False
2813,account,account,False
2814,appllcable,applicable,True
2815,groundwater,groundwater,False
2816,-bject1ves,objectives,False
2817,and,and,False
2818,standards.,standards.,False
2819,Some,Some,False
2820,minimum,minimum,False
2821,protectlon,protection,False
2822,nasures,measures,False
2823,should,should,False
2824,be,be,False
2825,developed,developed,False
2826,for,for,False
2827,all,all,False
2828,areas,areas,False
2829,of,of,False
2830,the,the,False
2831,state.,state.,False
2832,cm,CMA,True
2833,ljnplananta,ijnplanantad,True
2834,"(e.g.,","(e.g.,",True
2835,Voluntary,voluntary,False
2836,"controls,","controls,",False
2837,"regulatlons,","regulations,",False
2838,Tha,Tha,False
2839,program,program,False
2840,ust,must,False
2841,1nclude,include,False
2842,adequate,adequate,False
2843,authorlty,authority,False
2844,for,for,False
2845,the,the,False
2846,state,state,False
2847,to,to,False
2848,Groundwater,Groundwater,False
2849,I'emedlatlon,Remediation,False
2850,remedlatlon,remediation,False
2851,needs.,needs.,False
2852,When,When,False
2853,"needed,","needed,",False
2854,remedlal,remedial,False
2855,measures,measures,False
2856,should,should,False
2857,be,be,False
2858,formulated,formulated,False
2859,on,on,False
2860,a,a,True
2861,groundwater,groundwater,False
2862,objectlves/standards.,objectives/standards.,True
2863,appllcable,applicable,True
2864,tats,state,False
2865,and,and,False
2866,federal,federal,False
2867,"laws,","laws,",False
2868,1nclud1ng,including,False
2869,state,state,False
2870,tort,tort,False
2871,Significant,significant,False
2872,remedlal,remedial,False
2873,concerns.,concerns.,False
2874,The,The,False
2875,remedla-lon,remediation,False
2876,process,process,False
2877,must,must,False
2878,1nclude,include,False
2879,adequate,adequate,False
2880,authorlty,authority,False
2881,for,for,False
2882,the,the,False
2883,state,state,False
2884,t,to,True
2885,enforce,enforce,False
2886,remedlal,remedial,False
2887,requlrements.,requirements.,False
2888,Monltorlng,Monitoring,False
2889,'rograms,Programs,False
2890,The,The,False
2891,program,program,False
2892,must,must,False
2893,be,be,False
2894,formulated,formulated,False
2895,to,to,False
2896,serve,serve,False
2897,three,three,False
2898,purposes;,purposes;,False
2899,groundwater,groundwater,False
2900,objectlves,objectives,False
2901,and,and,False
2902,standards.,standards.,False
2903,b.,b.,False
2904,Provlde,Provide,False
2905,nfomatlon,information,False
2906,on,on,False
2907,groundwater,groundwater,False
2908,trends,trends,False
2909,"and,","and,",False
2910,contamlnant-,contaminants.,False
2911,c.,c.,False
2912,Provlde,Provide,False
2913,nfomatlon,information,False
2914,on,on,False
2915,sources,sources,False
2916,of,of,False
2917,contamlnatlon,contamination,False
2918,as,as,False
2919,necessary.,necessary.,False
2920,The,The,False
2921,program,program,False
2922,must,must,False
2923,1nclude,include,False
2924,measures,measures,False
2925,to,to,False
2926,ensure,ensure,False
2927,that,that,False
2928,data,data,False
2929,gathered,gathered,False
2930,3r,are,False
2931,sclentlflcally,scientifically,True
2932,Valld.,valid.,False
2933,The,The,False
2934,state,state,False
2935,sould,should,False
2936,consult,consult,False
2937,Hlth,with,True
2938,the,the,False
2939,Unlted,United,False
2940,States,States,False
2941,Geologlcal,Geological,False
2942,Survey,Survey,False
2943,and,and,False
2944,PA,EPA,False
2945,for,for,False
2946,guldance,guidance,False
2947,on,on,False
2948,developlng,developing,False
2949,the,the,False
2950,monltorlng,monitoring,False
2951,program.,program.,False
2952,The,The,False
2953,state,state,False
2954,c-uld,could,False
2955,establlsh,establish,True
2956,a,a,True
2957,data,data,False
2958,management,management,False
2959,system,system,False
2960,that,that,False
2961,1ncorporate,incorporates,False
2962,all,all,False
2963,relevant,relevant,False
2964,monltorlng,monitoring,False
2965,data.,data.,False
2966,The,The,False
2967,data,data,False
2968,management,management,False
2969,ystem,system,False
2970,should,should,False
2971,1nclude,include,False
2972,1nformatlon,information,False
2973,so,so,False
2974,the,the,False
2975,user,user,False
2976,can,can,False
2977,1dentlf,identify,False
2978,the,the,False
2979,quallty,quality,False
2980,control,control,False
2981,and,and,False
2982,quallty,quality,False
2983,assurance,assurance,False
2984,of,of,False
2985,cm,CMA,True
2986,I,I,True
2987,Interstate,Interstate,False
2988,mpacts,Impacts,False
2989,1nterstate,interstate,False
2990,mpacts,impacts,False
2991,and,and,False
2992,to,to,False
2993,develop,develop,False
2994,1nterstate,interstate,False
2995,"agreements,","agreements,",False
2996,where,where,False
2997,approrlate.,appropriate.,False
2998,cm,CMA,True
2999,Concepts,Concepts,False
3000,to,for,False
3001,Federal,Federal,False
3002,Groundwater,Groundwater,False
3003,leglslatlon,legislation,False
3004,Federal,Federal,False
3005,Rol,Role,False
3006,1n,in,False
3007,Groundwater,Groundwater,False
3008,Management,Management,False
3009,Federal,Federal,False
3010,funlng,funding,False
3011,would,would,False
3012,be,be,False
3013,avaliable,available,False
3014,to,to,False
3015,35515:,assist,True
3016,the,the,False
3017,states,states,False
3018,1n,in,False
3019,developmg,developing,False
3020,helr,their,False
3021,programs.,programs.,False
3022,If,If,False
3023,a,a,True
3024,state,state,False
3025,ubmlts,submits,True
3026,a,a,True
3027,groundwater,groundwater,False
3028,management,management,False
3029,program,program,False
3030,to,to,False
3031,EPA,EPA,False
3032,that,that,False
3033,1ncluds,includes,False
3034,all,all,False
3035,of,of,False
3036,the,the,False
3037,requlred,required,False
3038,"components,","components,",False
3039,EPA,EPA,False
3040,must,must,False
3041,accept,accept,False
3042,the,the,False
3043,program,program,False
3044,and,and,False
3045,provlde,provide,False
3046,fundlng,funding,True
3047,to,to,False
3048,55515:,assist,True
3049,1n,in,False
3050,unplementatlon.,implementation.,False
3051,EPA,EPA,False
3052,may,may,False
3053,not,not,False
3054,judge,judge,False
3055,the,the,False
3056,substantlve,substantive,False
3057,adequacy,adequacy,False
3058,of,of,False
3059,the,the,False
3060,state,state,False
3061,program,program,False
3062,as,as,False
3063,long,long,False
3064,as,as,False
3065,he,the,False
3066,state,state,False
3067,program,program,False
3068,1ncludes,includes,False
3069,all,all,False
3070,of,of,False
3071,the,the,False
3072,requlred,required,False
3073,components,componenta,False
3074,-nd,and,False
3075,the,the,False
3076,state,state,False
3077,certlfles,certifies,True
3078,that,that,False
3079,thelr,their,False
3080,program,program,False
3081,compiles,complies,False
3082,mm,with,True
3083,the,the,False
3084,st.tutory,statutory,False
3085,requlrements.,requirements.,False
3086,EPA,EPA,False
3087,and,and,False
3088,U55,USGS,True
3089,must,must,False
3090,55515:,assist,True
3091,the,the,False
3092,states,states,False
3093,by,by,True
3094,developmg,developing,False
3095,and,and,False
3096,provldlng,providing,True
3097,groundwater,groundwater,False
3098,quallty,quality,False
3099,"Criteria,","criteria,",False
3100,technlcal,technical,True
3101,"Infomatlon,","Information,",False
3102,and,and,False
3103,guldance,guidance,False
3104,on,on,False
3105,groundwater,groundwater,False
3106,lssues.,issues.,False
3107,cm,CMA,True
3108,cm,CMA,True
3109,EXHIBIT,EXHIBIT,False
3110,p,P,True
3111,TRADE,TRADE,False
3112,LAW,LAW,False
3113,'MEDIES,REMEDIES,True
3114,communes,CONCERNING,False
3115,IMPORTS,IMPORTS,False
3116,THREATENING,THREATENING,False
3117,Current,Current,False
3118,tr.e,trade,False
3119,lav,lav,False
3120,authorlzes,authorizes,False
3121,the,the,False
3122,Presldent,President,False
3123,to,to,False
3124,restrlct,restrict,True
3125,1mports,imports,False
3126,of,of,False
3127,products,products,False
3128,w,which,True
3129,1ch,threaten,False
3130,threaten,national,False
3131,natlonal,security.,False
3132,securlty.,A,True
3133,A,list,True
3134,115:,of,True
3135,of,such,False
3136,such,products,False
3137,products,is,False
3138,malntalned,maintained,False
3139,hy,by,True
3140,the,the,False
3141,General,General,False
3142,Servlces,Services,False
3143,Admlnlstratlon.,Administration.,True
3144,Addltlons,Additions,True
3145,m,to,True
3146,the,the,False
3147,115:,list,True
3148,are,are,False
3149,h.ndled,handled,True
3150,by,by,True
3151,the,the,False
3152,Department,Department,False
3153,of,of,False
3154,Commerce,Commerce,False
3155,through,through,False
3156,a,a,True
3157,petition,petition,False
3158,process.,process.,False
3159,A,A,True
3160,rullng,ruling,False
3161,on,on,False
3162,the,the,False
3163,petition,petition,False
3164,must,must,False
3165,occur,occur,False
3166,Within,within,False
3167,one,one,False
3168,year,year,False
3169,of,of,False
3170,1:5,its,True
3171,filing.,filing.,False
3172,"Presldent,","President,",False
3173,.u:,but,True
3174,no,no,False
3175,deadllnes,deadlines,False
3176,currently,currently,False
3177,exlst,exist,False
3178,for,for,False
3179,Presldentlal,Presidential,False
3180,actlons.,actions.,False
3181,The,The,False
3182,produc,products,False
3183,Currently,currently,False
3184,1ncluded,included,False
3185,on,on,False
3186,the,the,False
3187,115:,list,True
3188,whlch,which,True
3189,could,could,False
3190,be,be,False
3191,consldered,considered,False
3192,m,to,True
3193,be,be,False
3194,chemlcals,chemicals,False
3195,are,are,False
3196,elther,either,False
3197,ores,ores,False
3198,or,or,False
3199,chemlcal,chemical,False
3200,element,element,False
3201,petrocheml-al,petrochemical,False
3202,1ndustr1es,industries,False
3203,contlnue,continue,False
3204,to,to,False
3205,develop,develop,False
3206,1n,in,False
3207,researchirlch,research-rich,False
3208,areas,areas,False
3209,of,of,False
3210,the,the,False
3211,world,world,False
3212,.ausmg,causing,False
3213,v.5.,U.S.,True
3214,plant,plant,False
3215,"closures,","closures,",False
3216,addltlonal,additional,True
3217,chemlcal,chemical,False
3218,products,products,False
3219,such,such,False
3220,as,as,False
3221,pe-rochemlcals,petrochemicals,False
3222,would,would,False
3223,be,be,False
3224,added,added,False
3225,to,to,False
3226,the,the,False
3227,115:.,list.,True
3228,Congress.,Congress.,False
3229,Ihe,The,False
3230,cm,CMA,True
3231,Internatlonal,International,False
3232,Trade,Trade,False
3233,Commlttee,Committee,True
3234,has,has,False
3235,already,already,False
3236,proposed,proposed,False
3237,a,a,True
3238,number,number,False
3239,of,of,False
3240,osltlons,positions,False
3241,to,to,False
3242,the,the,False
3243,Board,Board,False
3244,whlch,which,True
3245,address,address,False
3246,dlfferent,different,False
3247,facets,facets,False
3248,of,of,False
3249,exlstlng,existing,True
3250,tade,trade,False
3251,law,law,False
3252,whlch,which,True
3253,am,CMA,False
3254,will,will,False
3255,be,be,False
3256,able,able,False
3257,to,to,False
3258,address,address,False
3259,Either,either,False
3260,dlrectly,directly,False
3261,or,or,False
3262,through,through,False
3263,co.lltlons,coalitions,True
3264,durlng,during,False
3265,the,the,False
3266,upcomlng,upcoming,False
3267,Congresslonal,Congressional,False
3268,dellberatlons.,deliberations.,False
3269,cm,CMA,True
3270,PDSITIIN:,POSITION:,True
3271,cm,CMA,True
3272,supporls,supports,False
3273,the,the,False
3274,strengthenlng,strengthening,False
3275,of,of,False
3276,Sectlon,Section,False
3277,of,of,False
3278,the,the,False
3279,Trade,Trade,False
3280,Expanslon,Expansion,False
3281,at,Act,False
3282,of,of,False
3283,and,and,False
3284,recommends,recommends,False
3285,the,the,False
3286,followlng,following,False
3287,changes,chenges,False
3288,to,to,False
3289,achleve,achieve,False
3290,thls,this,True
3291,31m.,aim.,False
3292,to,to,False
3293,act,act,False
3294,on,on,False
3295,ectlon,Section,False
3296,petitions.,petitions.,False
3297,o,o,True
3298,Shorten,Shorten,False
3299,he,the,False
3300,time,time,False
3301,for,for,False
3302,exlstlng,existing,True
3303,mandatory,mandatory,False
3304,"deadllnes,","deadlines,",False
3305,or,or,False
3306,mpose,impose,False
3307,deadllnes,deadlines,False
3308,here,where,False
3309,none,none,False
3310,"exlst,","exist,",True
3311,by,by,True
3312,whlch,which,True
3313,both,both,False
3314,the,the,False
3315,Secretary,Secretary,False
3316,of,of,False
3317,Commerce,Commerce,False
3318,ad,and,False
3319,the,the,False
3320,Presldent,President,False
3321,must,must,False
3322,act,act,False
3323,on,on,False
3324,Sectlon,Section,False
3325,ACTION,ACTION,False
3326,REQUESTED,REQUESTED,False
3327,cm,CMA,True
3328,TRADE,TRADE,False
3329,LAW,LAW,False
3330,EMEDIES,REMEDIES,False
3331,communes,CONCERNING,False
3332,IMPORTS,IMPORTS,False
3333,THREATENING,THREATENING,False
3334,NATIONAL,NATIONAL,False
3335,mummy,SECURITY,False
3336,Current,Current,False
3337,La,Lav,False
3338,Sectlon,Section,False
3339,of,of,False
3340,the,the,False
3341,Trade,Trade,False
3342,Expanslon,Expansion,False
3343,Act,Act,False
3344,of,of,False
3345,authorlzes,authorizes,False
3346,the,the,False
3347,Presldent,President,False
3348,o,to,True
3349,restrlct,restrict,True
3350,unports,imports,False
3351,of,of,False
3352,products,products,False
3353,whlch,which,True
3354,threaten,threaten,False
3355,natlonal,national,False
3356,securlty.,security.,True
3357,he,The,False
3358,lav,lav,False
3359,requlres,requires,False
3360,the,the,False
3361,Secretary,Secretary,False
3362,of,of,False
3363,Commerce,Commerce,False
3364,to,to,False
3365,begln,begin,False
3366,an,an,False
3367,1mports,imports,False
3368,of,of,False
3369,a,a,True
3370,produet,produet,False
3371,upon,upon,False
3372,the,the,False
3373,request,request,False
3374,of,of,False
3375,another,another,False
3376,government,government,False
3377,agency,agency,False
3378,or,or,False
3379,"apartment,","department,",False
3380,an,an,False
3381,1nterested,interested,False
3382,"party,","party,",False
3383,or,or,False
3384,his,his,False
3385,own,own,False
3386,Volltlon.,volition.,False
3387,If,If,False
3388,the,the,False
3389,Sec,Secretary,False
3390,etary,determines,False
3391,detemlnes,that,False
3392,that,there,False
3393,there,is,False
3394,some,some,False
3395,threat,threat,False
3396,to,to,False
3397,natlonal,national,False
3398,"securlty,","security,",True
3399,a,he,True
3400,must,must,False
3401,advlse,advise,False
3402,the,the,False
3403,Presldent,President,False
3404,Hlthln,within,True
3405,one,one,False
3406,year,year,False
3407,of,of,False
3408,the,the,False
3409,obllged,obliged,False
3410,to,to,False
3411,answer,answer,False
3412,thls,this,True
3413,petition,petition,False
3414,Within,within,False
3415,a,a,True
3416,speclflc,specific,True
3417,perlod.,period.,False
3418,Sampllng,Sampling,True
3419,o,of,True
3420,Proposals,Proposals,False
3421,Made,Made,False
3422,for,for,False
3423,Leglslatlve,Legislative,False
3424,Changes,Changes,False
3425,Several,Several,False
3426,pr-posals,proposals,False
3427,have,have,False
3428,been,been,False
3429,made,made,False
3430,to,to,False
3431,establlsh,establish,True
3432,deadllnes,deadlines,False
3433,for,for,False
3434,Presldent1.l,Presidential,True
3435,"actlon,","action,",False
3436,such,such,False
3437,as,as,False
3438,a,a,True
3439,requlrement,requirement,False
3440,that,that,False
3441,the,the,False
3442,Presldent,President,False
3443,act,act,False
3444,Within,within,False
3445,one,one,False
3446,year,year,False
3447,after,after,False
3448,recelvlng,receiving,True
3449,the,the,False
3450,Secretary's,Secretary's,False
3451,advlce.,advice.,False
3452,Another,Another,False
3453,suggestlo,suggestion,False
3454,would,would,False
3455,establlsh,establish,True
3456,a,a,True
3457,Bniday,90-day,False
3458,deadllne.,deadline.,False
3459,Some,Some,False
3460,would,would,False
3461,1m7,im­,False
3462,recelvlng,receiving,True
3463,he,the,False
3464,Secretary's,Secretary's,False
3465,recommendatlons.,recommendations.,False
3466,Unlted,United,False
3467,St.tes,States,False
3468,1n,in,False
3469,tunes,times,False
3470,of,of,False
3471,natlonal,national,False
3472,emergency.,emergency.,False
3473,The,The,False
3474,Federal,Federal,False
3475,Governmen-,Government,False
3476,should,should,False
3477,ensure,ensure,False
3478,that,that,False
3479,import,import,False
3480,competltlon,competition,False
3481,does,does,False
3482,not,not,False
3483,hlnder,hinder,False
3484,plies,plies,False
3485,of,of,False
3486,Ihese,these,False
3487,essentlal,essential,False
3488,products.,products.,False
3489,Leglslatl-n,Legislation,False
3490,that,that,False
3491,would,would,False
3492,provlde,provide,False
3493,fr,for,True
3494,deadllnes,deadlines,False
3495,will,will,False
3496,force,force,False
3497,the,the,False
3498,Admlnlstratlon,Administration,True
3499,to,to,False
3500,focus,focus,False
3501,on,on,False
3502,and,and,False
3503,as,as,False
3504,a,a,True
3505,ractlcal,practical,False
3506,matter,matter,False
3507,would,would,False
3508,not,not,False
3509,act,act,False
3510,wlthout,without,False
3511,the,the,False
3512,Presldent's,President's,False
3513,authorlty,authority.,False
3514,fall,fall,False
3515,1nto,into,False
3516,the,the,False
3517,category,category,False
3518,of,of,False
3519,bemg,being,False
3520,essentlal,essential,False
3521,m,to,True
3522,natlonal,national,False
3523,securlty.,security.,True
3524,The,The,False
3525,lssue,issue,False
3526,as,as,False
3527,to,to,False
3528,what,what,False
3529,extent,extent,False
3530,the,the,False
3531,natlonal,national,False
3532,securlty,security,False
3533,and,and,False
3534,forelgn,foreign,False
3535,lover,lover,False
3536,"prles,","prices,",False
3537,and,and,False
3538,the,the,False
3539,questlon,question,False
3540,of,of,False
3541,what,what,False
3542,natlonal,national,False
3543,securlty,security,False
3544,costs,costs,False
3545,should,should,False
3546,be,be,False
3547,borne,borne,False
3548,by,by,True
3549,the,the,False
3550,taxpayers,taxpayers,False
3551,to,to,False
3552,protect;agalnst,protect;against,False
3553,supply,supply,False
3554,dlsruptlo,disruption,False
3555,n,n,True
3556,ed,ed,False
3557,to,to,False
3558,be,be,False
3559,addressed.,addressed.,False
3560,Expanslon,Expansion,False
3561,Act,Act,False
3562,of,of,False
3563,and,and,False
3564,recommends,recommends,False
3565,the,the,False
3566,followlng,following,False
3567,changes,changes,False
3568,to,to,False
3569,ana,—,False
3570,a,Private,True
3571,sector,sector,False
3572,petitions,petitions,False
3573,to,to,False
3574,1n1tlate,initiate,True
3575,a,a,True
3576,Sectlon,Section,False
3577,whether,whether,False
3578,t-,to,False
3579,proceed,proceed,False
3580,mm,with,True
3581,the,the,False
3582,1nvest1gatlon,investigation,False
3583,or,or,False
3584,temlnate,terminate,False
3585,Secretary,Secretary,False
3586,of,of,False
3587,CoBaerce,CoBaerce,False
3588,and,and,False
3589,the,the,False
3590,Presldent,President,False
3591,Bust,Bust,False
3592,act,act,False
3593,on,on,False
3594,whlch,which,True
3595,sak,sake,False
3596,recommendatlons,recommendations,False
3597,to,to,False
3598,the,the,False
3599,Presldent.,President.,False
3600,The,The,False
3601,recommend-tlons,recommendations,True
3602,of,of,False
3603,the,the,False
3604,Secretary,Secretary,False
3605,of,of,False
3606,Commerce,Commerce,False
3607,to,to,False
3608,the,the,False
3609,1nvest1ga,investigation,False
3610,ion,is,False
3611,1n1tlated,initiated,True
3612,and,and,False
3613,the,the,False
3614,Presldent,President,False
3615,must,must,False
3616,act,act,False
3617,cm,CMA,True
3618,Amerlcan,American,False
3619,atlonal,National,False
3620,Standard,Standard,False
3621,for,for,False
3622,Precautlonary,Precautionary,False
3623,labellng,labeling,False
3624,.5,of,True
3625,Hazardous,Hazardous,False
3626,Industrlal,Industrial,False
3627,Chemlcals,Chemicals,False
3628,(ANSI,(ANSI,True
3629,2129.1719977,Z129.1-1987),True
3630,llnes,lines,False
3631,fo,for,False
3632,the,the,False
3633,chemlcal,chemical,False
3634,1ndustry.,industry.,True
3635,In,In,False
3636,"1975,","1976,",True
3637,CMA,CMA,False
3638,became,became,False
3639,the,the,False
3640,Natlonal,National,False
3641,Standard,Standard,False
3642,for,for,False
3643,Precautlonary,Precautionary,False
3644,Labellng,Labeling,False
3645,of,of,False
3646,Hazardous,Hazardous,False
3647,Industr1.l,Industrial,True
3648,Chemlcals.,Chemicals.,False
3649,The,The,False
3650,guldellnes,guidelines,False
3651,then,then,False
3652,became,became,False
3653,a,a,True
3654,Voluntary,voluntary,False
3655,consensu,consensus,False
3656,standard,standard,False
3657,under,under,False
3658,the,the,False
3659,ausplces,auspices,False
3660,of,of,False
3661,the,the,False
3662,Amerlcan,American,False
3663,Natlonal,National,False
3664,Standard,Standards,False
3665,Instltute,Institute,True
3666,(M517.,(ANSI).,True
3667,extenslV-ly,extensively,True
3668,revlsed,revised,False
3669,by,by,True
3670,the,the,False
3671,cm,CMA,True
3672,Health,Health,False
3673,and,and,False
3674,Safety,Safety,False
3675,Commlttee's,Committee's,True
3676,Labellng,Labeling,False
3677,Task,Task,False
3678,Group,Group,False
3679,for,for,False
3680,a,a,True
3681,printing.,printing.,False
3682,After,After,False
3683,presentatlon,presentation,False
3684,to,to,False
3685,the,the,False
3686,ANSI,ANSI,False
3687,consensus,consensus,False
3688,process,process,False
3689,by,by,True
3690,whlch,which,True
3691,CMA,CMA,False
3692,member,member,False
3693,"companles,","companies,",False
3694,1nterest-d,interested,False
3695,1ndustry,industry,False
3696,"groups,","groups,",False
3697,labor,labor,False
3698,"muons,","unions,",False
3699,government,government,False
3700,"agencles,","agencies,",False
3701,consumer,consumer,False
3702,coalltlons,coalitions,False
3703,and,and,False
3704,professlonal,professional,False
3705,socletles,societies,False
3706,revlew,review,False
3707,and,and,False
3708,Vote,vote,False
3709,on,on,False
3710,projects,projected,False
3711,for,for,False
3712,m1d71987.,mid-1987.,True
3713,smum,SIGNIFICANCE,False
